"muniYear","tot_del","hom"
"21179_1994",0,0
"21179_1995",0,0
"21179_1996",0,0
"21179_1997",0,0
"21179_1998",0,0
"21179_1999",0,0
"21179_2000",0,0
"21179_2001",0,0
"21179_2002",0,0
"21179_2003",0,0
"21179_2004",0,0
"21179_2005",0,0
"21179_2006",0,0
"21179_2007",0,0
"21179_2008",0,0
"21179_2009",0,0
"21179_2010",0,0
"21180_1994",0,0
"21180_1995",0,0
"21180_1996",0,0
"21180_1997",0,0
"21180_1998",0,0
"21180_1999",0,0
"21180_2000",0,0
"21180_2001",0,0
"21180_2002",0,0
"21180_2003",0,0
"21180_2004",0,0
"21180_2005",1,0
"21180_2006",123,0
"21180_2007",157,7
"21180_2008",177,7
"21180_2009",233,5
"21180_2010",333,5
"21181_1994",166.5,2.5
"21181_1995",0,0
"21181_1996",0,0
"21181_1997",0,0
"21181_1998",0,0
"21181_1999",0,0
"21181_2000",0,0
"21181_2001",0,0
"21181_2002",0,0
"21181_2003",0,0
"21181_2004",0,0
"21181_2005",0,0
"21181_2006",0,0
"21181_2007",0,0
"21181_2008",0,0
"21181_2009",0,0
"21181_2010",0,0
"21182_1994",0,0
"21182_1995",0,0
"21182_1996",0,0
"21182_1997",0,0
"21182_1998",0,0
"21182_1999",0,0
"21182_2000",0,0
"21182_2001",0,0
"21182_2002",0,0
"21182_2003",0,0
"21182_2004",0,0
"21182_2005",0,0
"21182_2006",0,0
"21182_2007",0,0
"21182_2008",0,0
"21182_2009",0,0
"21182_2010",0,0
"21183_1994",0,0
"21183_1995",0,0
"21183_1996",0,0
"21183_1997",0,0
"21183_1998",0,0
"21183_1999",0,0
"21183_2000",0,0
"21183_2001",0,0
"21183_2002",0,0
"21183_2003",0,0
"21183_2004",0,0
"21183_2005",0,0
"21183_2006",0,0
"21183_2007",0,0
"21183_2008",0,0
"21183_2009",0,0
"21183_2010",0,0
"21184_1994",0,0
"21184_1995",0,0
"21184_1996",0,0
"21184_1997",0,0
"21184_1998",0,0
"21184_1999",0,0
"21184_2000",0,0
"21184_2001",0,0
"21184_2002",0,0
"21184_2003",0,0
"21184_2004",0,0
"21184_2005",0,0
"21184_2006",0,0
"21184_2007",0,0
"21184_2008",0,0
"21184_2009",0,0
"21184_2010",0,0
"21185_1994",0,0
"21185_1995",0,0
"21185_1996",0,0
"21185_1997",0,0
"21185_1998",0,0
"21185_1999",0,0
"21185_2000",0,0
"21185_2001",0,0
"21185_2002",0,0
"21185_2003",0,0
"21185_2004",0,0
"21185_2005",0,0
"21185_2006",0,0
"21185_2007",0,0
"21185_2008",0,0
"21185_2009",0,0
"21185_2010",0,0
"21186_1994",392,9.5
"21186_1995",453,19
"21186_1996",362,21
"21186_1997",991,79
"21186_1998",492,31
"21186_1999",495,21
"21186_2000",424,29
"21186_2001",499,23
"21186_2002",440,31
"21186_2003",461,20
"21186_2004",443,21
"21186_2005",406,15
"21186_2006",507,29
"21186_2007",659,19
"21186_2008",630,16
"21186_2009",634,14
"21186_2010",540,19
"21187_1994",270,9.5
"21187_1995",0,0
"21187_1996",0,0
"21187_1997",0,0
"21187_1998",0,0
"21187_1999",0,0
"21187_2000",0,0
"21187_2001",0,0
"21187_2002",0,0
"21187_2003",0,0
"21187_2004",0,0
"21187_2005",0,0
"21187_2006",0,0
"21187_2007",0,0
"21187_2008",0,0
"21187_2009",0,0
"21187_2010",0,0
"21188_1994",0,0
"21188_1995",0,0
"21188_1996",0,0
"21188_1997",0,0
"21188_1998",0,0
"21188_1999",0,0
"21188_2000",0,0
"21188_2001",0,0
"21188_2002",0,0
"21188_2003",0,0
"21188_2004",0,0
"21188_2005",0,0
"21188_2006",0,0
"21188_2007",0,0
"21188_2008",0,0
"21188_2009",0,0
"21188_2010",0,0
"21189_1994",0,0
"21189_1995",0,0
"21189_1996",0,0
"21189_1997",0,0
"21189_1998",0,0
"21189_1999",0,0
"21189_2000",0,0
"21189_2001",0,0
"21189_2002",0,0
"21189_2003",0,0
"21189_2004",0,0
"21189_2005",0,0
"21189_2006",0,0
"21189_2007",0,0
"21189_2008",0,0
"21189_2009",0,0
"21189_2010",0,0
"21190_1994",0,0
"21190_1995",0,0
"21190_1996",0,0
"21190_1997",0,0
"21190_1998",0,0
"21190_1999",0,0
"21190_2000",0,0
"21190_2001",0,0
"21190_2002",0,0
"21190_2003",0,0
"21190_2004",0,0
"21190_2005",0,0
"21190_2006",0,0
"21190_2007",0,0
"21190_2008",0,0
"21190_2009",0,0
"21190_2010",0,0
"21191_1994",0,0
"21191_1995",0,0
"21191_1996",0,0
"21191_1997",0,0
"21191_1998",0,0
"21191_1999",0,0
"21191_2000",0,0
"21191_2001",0,0
"21191_2002",0,0
"21191_2003",0,0
"21191_2004",0,0
"21191_2005",0,0
"21191_2006",61,2
"21191_2007",83,1
"21191_2008",43,4
"21191_2009",225,6
"21191_2010",17,0
"21192_1994",8.5,0
"21192_1995",0,0
"21192_1996",0,0
"21192_1997",0,0
"21192_1998",0,0
"21192_1999",0,0
"21192_2000",0,0
"21192_2001",0,0
"21192_2002",0,0
"21192_2003",0,0
"21192_2004",0,0
"21192_2005",0,0
"21192_2006",0,0
"21192_2007",0,0
"21192_2008",0,0
"21192_2009",0,0
"21192_2010",0,0
"21193_1994",0,0
"21193_1995",0,0
"21193_1996",0,0
"21193_1997",0,0
"21193_1998",0,0
"21193_1999",0,0
"21193_2000",0,0
"21193_2001",0,0
"21193_2002",0,0
"21193_2003",0,0
"21193_2004",0,0
"21193_2005",0,0
"21193_2006",0,0
"21193_2007",0,0
"21193_2008",0,0
"21193_2009",0,0
"21193_2010",0,0
"21194_1994",0,0
"21194_1995",0,0
"21194_1996",0,0
"21194_1997",0,0
"21194_1998",0,0
"21194_1999",0,0
"21194_2000",0,0
"21194_2001",0,0
"21194_2002",0,0
"21194_2003",0,0
"21194_2004",251,25
"21194_2005",9,0
"21194_2006",128,12
"21194_2007",217,14
"21194_2008",240,24
"21194_2009",244,25
"21194_2010",304,22
"21195_1994",152,11
"21195_1995",0,0
"21195_1996",0,0
"21195_1997",0,0
"21195_1998",0,0
"21195_1999",0,0
"21195_2000",0,0
"21195_2001",0,0
"21195_2002",0,0
"21195_2003",0,0
"21195_2004",0,0
"21195_2005",0,0
"21195_2006",0,0
"21195_2007",0,0
"21195_2008",0,0
"21195_2009",0,0
"21195_2010",0,0
"21196_1994",0,0
"21196_1995",0,0
"21196_1996",0,0
"21196_1997",0,0
"21196_1998",0,0
"21196_1999",0,0
"21196_2000",0,0
"21196_2001",0,0
"21196_2002",0,0
"21196_2003",0,0
"21196_2004",0,0
"21196_2005",0,0
"21196_2006",0,0
"21196_2007",0,0
"21196_2008",0,0
"21196_2009",0,0
"21196_2010",0,0
"21197_1994",714,42
"21197_1995",618,84
"21197_1996",828,111
"21197_1997",575,59
"21197_1998",941,97
"21197_1999",884,86
"21197_2000",897,57
"21197_2001",799,61
"21197_2002",945,48
"21197_2003",832,57
"21197_2004",576,29
"21197_2005",657,37
"21197_2006",494,20
"21197_2007",484,32
"21197_2008",532,30
"21197_2009",632,25
"21197_2010",599,33
"21198_1994",299.5,16.5
"21198_1995",0,0
"21198_1996",0,0
"21198_1997",0,0
"21198_1998",0,0
"21198_1999",0,0
"21198_2000",0,0
"21198_2001",0,0
"21198_2002",0,0
"21198_2003",0,0
"21198_2004",0,0
"21198_2005",0,0
"21198_2006",0,0
"21198_2007",0,0
"21198_2008",0,0
"21198_2009",0,0
"21198_2010",0,0
"21199_1994",0,0
"21199_1995",0,0
"21199_1996",0,0
"21199_1997",0,0
"21199_1998",0,0
"21199_1999",0,0
"21199_2000",0,0
"21199_2001",0,0
"21199_2002",0,0
"21199_2003",0,0
"21199_2004",0,0
"21199_2005",0,0
"21199_2006",0,0
"21199_2007",0,0
"21199_2008",0,0
"21199_2009",0,0
"21199_2010",0,0
"21200_1994",0,0
"21200_1995",0,0
"21200_1996",0,0
"21200_1997",0,0
"21200_1998",0,0
"21200_1999",0,0
"21200_2000",0,0
"21200_2001",0,0
"21200_2002",0,0
"21200_2003",0,0
"21200_2004",0,0
"21200_2005",0,0
"21200_2006",0,0
"21200_2007",0,0
"21200_2008",0,0
"21200_2009",0,0
"21200_2010",0,0
"21201_1994",0,0
"21201_1995",0,0
"21201_1996",0,0
"21201_1997",0,0
"21201_1998",0,0
"21201_1999",0,0
"21201_2000",0,0
"21201_2001",0,0
"21201_2002",0,0
"21201_2003",0,0
"21201_2004",0,0
"21201_2005",0,0
"21201_2006",0,0
"21201_2007",0,0
"21201_2008",0,0
"21201_2009",0,0
"21201_2010",0,0
"21202_1994",0,0
"21202_1995",0,0
"21202_1996",0,0
"21202_1997",0,0
"21202_1998",0,0
"21202_1999",0,0
"21202_2000",0,0
"21202_2001",0,0
"21202_2002",0,0
"21202_2003",0,0
"21202_2004",0,0
"21202_2005",0,0
"21202_2006",0,0
"21202_2007",0,0
"21202_2008",0,0
"21202_2009",0,0
"21202_2010",0,0
"21203_1994",0,0
"21203_1995",0,0
"21203_1996",0,0
"21203_1997",0,0
"21203_1998",0,0
"21203_1999",0,0
"21203_2000",0,0
"21203_2001",0,0
"21203_2002",0,0
"21203_2003",0,0
"21203_2004",0,0
"21203_2005",0,0
"21203_2006",0,0
"21203_2007",0,0
"21203_2008",0,0
"21203_2009",0,0
"21203_2010",0,0
"21204_1994",0,0
"21204_1995",0,0
"21204_1996",0,0
"21204_1997",0,0
"21204_1998",0,0
"21204_1999",0,0
"21204_2000",0,0
"21204_2001",0,0
"21204_2002",0,0
"21204_2003",0,0
"21204_2004",0,0
"21204_2005",0,0
"21204_2006",0,0
"21204_2007",0,0
"21204_2008",0,0
"21204_2009",0,0
"21204_2010",0,0
"21205_1994",0,0
"21205_1995",0,0
"21205_1996",0,0
"21205_1997",0,0
"21205_1998",0,0
"21205_1999",0,0
"21205_2000",0,0
"21205_2001",0,0
"21205_2002",0,0
"21205_2003",0,0
"21205_2004",0,0
"21205_2005",0,0
"21205_2006",0,0
"21205_2007",0,0
"21205_2008",0,0
"21205_2009",0,0
"21205_2010",0,0
"21206_1994",0,0
"21206_1995",0,0
"21206_1996",0,0
"21206_1997",0,0
"21206_1998",0,0
"21206_1999",0,0
"21206_2000",0,0
"21206_2001",0,0
"21206_2002",0,0
"21206_2003",0,0
"21206_2004",0,0
"21206_2005",0,0
"21206_2006",0,0
"21206_2007",0,0
"21206_2008",0,0
"21206_2009",0,0
"21206_2010",0,0
"21207_1994",350,20
"21207_1995",364,40
"21207_1996",323,27
"21207_1997",148,18
"21207_1998",378,28
"21207_1999",337,23
"21207_2000",230,11
"21207_2001",278,19
"21207_2002",351,14
"21207_2003",441,12
"21207_2004",498,22
"21207_2005",287,10
"21207_2006",325,14
"21207_2007",443,10
"21207_2008",533,10
"21207_2009",558,8
"21207_2010",637,6
"21208_1994",446,39.5
"21208_1995",588,73
"21208_1996",576,55
"21208_1997",956,38
"21208_1998",643,53
"21208_1999",754,45
"21208_2000",784,55
"21208_2001",774,40
"21208_2002",770,50
"21208_2003",609,33
"21208_2004",778,19
"21208_2005",556,27
"21208_2006",689,26
"21208_2007",772,19
"21208_2008",907,33
"21208_2009",901,31
"21208_2010",879,19
"21209_1994",439.5,9.5
"21209_1995",0,0
"21209_1996",0,0
"21209_1997",0,0
"21209_1998",0,0
"21209_1999",0,0
"21209_2000",0,0
"21209_2001",0,0
"21209_2002",0,0
"21209_2003",0,0
"21209_2004",0,0
"21209_2005",0,0
"21209_2006",0,0
"21209_2007",0,0
"21209_2008",0,0
"21209_2009",0,0
"21209_2010",0,0
"21210_1994",0,0
"21210_1995",0,0
"21210_1996",0,0
"21210_1997",43,4
"21210_1998",86,8
"21210_1999",73,1
"21210_2000",229,4
"21210_2001",102,1
"21210_2002",126,4
"21210_2003",104,5
"21210_2004",87,6
"21210_2005",43,2
"21210_2006",25,4
"21210_2007",0,0
"21210_2008",0,0
"21210_2009",0,0
"21210_2010",0,0
"21211_1994",0,0
"21211_1995",0,0
"21211_1996",0,0
"21211_1997",0,0
"21211_1998",0,0
"21211_1999",0,0
"21211_2000",0,0
"21211_2001",0,0
"21211_2002",0,0
"21211_2003",0,0
"21211_2004",0,0
"21211_2005",0,0
"21211_2006",0,0
"21211_2007",0,0
"21211_2008",0,0
"21211_2009",0,0
"21211_2010",0,0
"21212_1994",0,0
"21212_1995",0,0
"21212_1996",0,0
"21212_1997",0,0
"21212_1998",0,0
"21212_1999",0,0
"21212_2000",0,0
"21212_2001",0,0
"21212_2002",0,0
"21212_2003",0,0
"21212_2004",0,0
"21212_2005",0,0
"21212_2006",0,0
"21212_2007",0,0
"21212_2008",0,0
"21212_2009",0,0
"21212_2010",0,0
"21213_1994",0,0
"21213_1995",0,0
"21213_1996",0,0
"21213_1997",0,0
"21213_1998",0,0
"21213_1999",0,0
"21213_2000",0,0
"21213_2001",0,0
"21213_2002",0,0
"21213_2003",0,0
"21213_2004",0,0
"21213_2005",0,0
"21213_2006",0,0
"21213_2007",0,0
"21213_2008",0,0
"21213_2009",0,0
"21213_2010",0,0
"21214_1994",0,0
"21214_1995",0,0
"21214_1996",0,0
"21214_1997",0,0
"21214_1998",0,0
"21214_1999",0,0
"21214_2000",0,0
"21214_2001",0,0
"21214_2002",0,0
"21214_2003",0,0
"21214_2004",0,0
"21214_2005",0,0
"21214_2006",0,0
"21214_2007",0,0
"21214_2008",0,0
"21214_2009",0,0
"21214_2010",0,0
"21215_1994",0,0
"21215_1995",0,0
"21215_1996",0,0
"21215_1997",0,0
"21215_1998",0,0
"21215_1999",0,0
"21215_2000",0,0
"21215_2001",0,0
"21215_2002",0,0
"21215_2003",0,0
"21215_2004",0,0
"21215_2005",0,0
"21215_2006",0,0
"21215_2007",0,0
"21215_2008",0,0
"21215_2009",0,0
"21215_2010",0,0
"21216_1994",0,0
"21216_1995",0,0
"21216_1996",0,0
"21216_1997",0,0
"21216_1998",0,0
"21216_1999",0,0
"21216_2000",0,0
"21216_2001",0,0
"21216_2002",0,0
"21216_2003",0,0
"21216_2004",0,0
"21216_2005",0,0
"21216_2006",0,0
"21216_2007",0,0
"21216_2008",0,0
"21216_2009",0,0
"21216_2010",0,0
"21217_1994",0,0
"21217_1995",0,0
"21217_1996",0,0
"21217_1997",0,0
"21217_1998",0,0
"21217_1999",0,0
"21217_2000",0,0
"21217_2001",0,0
"21217_2002",0,0
"21217_2003",0,0
"21217_2004",0,0
"21217_2005",0,0
"21217_2006",0,0
"21217_2007",0,0
"21217_2008",0,0
"21217_2009",0,0
"21217_2010",0,0
"22001_1994",330,12.5
"22001_1995",475,25
"22001_1996",414,42
"22001_1997",515,59
"22001_1998",594,61
"22001_1999",302,16
"22001_2000",163,12.5
"22001_2001",247,9
"22001_2002",340,17
"22001_2003",255,12
"22001_2004",288,7
"22001_2005",299,18
"22001_2006",270,9
"22001_2007",347,22
"22001_2008",341,13
"22001_2009",374,16
"22001_2010",251,13
"22002_1994",292,14
"22002_1995",292,14
"22002_1996",140.5,7
"22002_1997",53.3333333333333,3.66666666666667
"22002_1998",53.3333333333333,1.8
"22002_1999",30,1
"22002_2000",100,3
"22002_2001",72,5
"22002_2002",93,2
"22002_2003",92,4
"22002_2004",127,6
"22002_2005",97,7
"22002_2006",76,5
"22002_2007",63,6
"22002_2008",87,8
"22002_2009",81,7
"22002_2010",85,2
"22003_1994",83.6666666666667,3.66666666666667
"22003_1995",83.6666666666667,3.66666666666667
"22003_1996",48.5,1.5
"22003_1997",20,1.16666666666667
"22003_1998",20,1
"22003_1999",12,1
"22003_2000",36,1
"22003_2001",35,1
"22003_2002",51,1
"22003_2003",65,5
"22003_2004",47,2
"22003_2005",30,2
"22003_2006",51,8
"22003_2007",40,1
"22003_2008",61,2
"22003_2009",71,1
"22003_2010",57,3
"22004_1994",665,23
"22004_1995",923,43
"22004_1996",528,54
"22004_1997",899,36
"22004_1998",813,62
"22004_1999",293,10
"22004_2000",258,10.5
"22004_2001",263,11
"22004_2002",310,14
"22004_2003",287,4
"22004_2004",239,5
"22004_2005",187,14
"22004_2006",169,1
"22004_2007",204,9
"22004_2008",207,11
"22004_2009",278,21
"22004_2010",308,12
"22005_1994",298,15
"22005_1995",298,15
"22005_1996",235,10.5
"22005_1997",164.666666666667,9.66666666666667
"22005_1998",164.666666666667,9.2
"22005_1999",162,9
"22005_2000",170,9.5
"22005_2001",200,10
"22005_2002",238,6
"22005_2003",233,9
"22005_2004",244,14
"22005_2005",206,8
"22005_2006",223,13
"22005_2007",260,9
"22005_2008",259,8
"22005_2009",280,13
"22005_2010",269,10
"22006_1994",272.666666666667,11
"22006_1995",272.666666666667,11
"22006_1996",438,9
"22006_1997",539.666666666667,7.83333333333333
"22006_1998",539.666666666667,7.4
"22006_1999",607,8
"22006_2000",405,6.5
"22006_2001",695,5
"22006_2002",577,4
"22006_2003",656,8
"22006_2004",872,4
"22006_2005",815,11
"22006_2006",704,9
"22006_2007",865,6
"22006_2008",1070,12
"22006_2009",1086,15
"22006_2010",1178,15
"22007_1994",1147.33333333333,15
"22007_1995",1147.33333333333,15
"22007_1996",664.5,8.5
"22007_1997",167,4.83333333333333
"22007_1998",167,2.8
"22007_1999",151,2
"22007_2000",199,4
"22007_2001",256,6
"22007_2002",259,10
"22007_2003",248,3
"22007_2004",217,2
"22007_2005",177,7
"22007_2006",294,5
"22007_2007",169,8
"22007_2008",183,8
"22007_2009",209,8
"22007_2010",230,5
"22008_1994",223,6
"22008_1995",223,6
"22008_1996",147.5,4
"22008_1997",70,3.16666666666667
"22008_1998",70,2.8
"22008_1999",65,3
"22008_2000",80,2.5
"22008_2001",141,2
"22008_2002",177,5
"22008_2003",100,2
"22008_2004",110,3
"22008_2005",134,9
"22008_2006",112,7
"22008_2007",116,5
"22008_2008",117,10
"22008_2009",139,6
"22008_2010",120,13
"22009_1994",356,36.5
"22009_1995",653,60
"22009_1996",349,60
"22009_1997",628,55
"22009_1998",535,59
"22009_1999",397,11
"22009_2000",230,9
"22009_2001",131,7
"22009_2002",169,7
"22009_2003",256,9
"22009_2004",220,6
"22009_2005",187,7
"22009_2006",183,7
"22009_2007",151,5
"22009_2008",170,5
"22009_2009",201,5
"22009_2010",263,12
"22010_1994",242.333333333333,9.66666666666667
"22010_1995",242.333333333333,9.66666666666667
"22010_1996",139.5,7.5
"22010_1997",24,4.66666666666667
"22010_1998",24,3.2
"22010_1999",16,3
"22010_2000",40,3.5
"22010_2001",37,4
"22010_2002",33,7
"22010_2003",70,9
"22010_2004",82,3
"22010_2005",52,7
"22010_2006",64,2
"22010_2007",38,2
"22010_2008",58,3
"22010_2009",59,5
"22010_2010",61,1
"22011_1994",60.3333333333333,2.33333333333333
"22011_1995",60.3333333333333,2.33333333333333
"22011_1996",195,4
"22011_1997",319.666666666667,6.66666666666667
"22011_1998",319.666666666667,7.8
"22011_1999",329,7
"22011_2000",301,9
"22011_2001",370,11
"22011_2002",416,9
"22011_2003",431,3
"22011_2004",499,5
"22011_2005",563,15
"22011_2006",438,2
"22011_2007",472,18
"22011_2008",601,17
"22011_2009",804,31
"22011_2010",962,33
"22012_1994",909.333333333333,32.3333333333333
"22012_1995",909.333333333333,32.3333333333333
"22012_1996",619.5,21.5
"22012_1997",313,13.5
"22012_1998",313,9.6
"22012_1999",277,10
"22012_2000",385,9
"22012_2001",424,8
"22012_2002",439,12
"22012_2003",451,13
"22012_2004",436,17
"22012_2005",410,11
"22012_2006",402,9
"22012_2007",377,11
"22012_2008",368,18
"22012_2009",316,20
"22012_2010",407,13
"22013_1994",376.666666666667,15.3333333333333
"22013_1995",376.666666666667,15.3333333333333
"22013_1996",216.5,8
"22013_1997",29.6666666666667,4.83333333333333
"22013_1998",29.6666666666667,3.2
"22013_1999",26,3
"22013_2000",37,3.5
"22013_2001",32,4
"22013_2002",49,0
"22013_2003",38,2
"22013_2004",50,6
"22013_2005",40,5
"22013_2006",93,11
"22013_2007",33,4
"22013_2008",37,5
"22013_2009",32,1
"22013_2010",36,3
"22014_1994",10997,206.5
"22014_1995",10063,410
"22014_1996",12624,341
"22014_1997",16831,635
"22014_1998",17362,627
"22014_1999",10662,132
"22014_2000",11278,151.5
"22014_2001",11459,171
"22014_2002",12836,184
"22014_2003",12227,175
"22014_2004",11397,161
"22014_2005",11958,171
"22014_2006",11223,176
"22014_2007",10762,110
"22014_2008",10873,108
"22014_2009",10902,117
"22014_2010",13039,149
"22015_1994",12326.6666666667,138.333333333333
"22015_1995",12326.6666666667,138.333333333333
"22015_1996",6531,74.5
"22015_1997",22.6666666666667,24.8333333333333
"22015_1998",22.6666666666667,0
"22015_1999",23,0
"22015_2000",22,0
"22015_2001",14,0
"22015_2002",44,1
"22015_2003",40,0
"22015_2004",21,1
"22015_2005",37,5
"22015_2006",19,1
"22015_2007",21,2
"22015_2008",26,5
"22015_2009",28,0
"22015_2010",38,3
"22016_1994",2095,96.5
"22016_1995",5036,190
"22016_1996",3185,142
"22016_1997",3744,176
"22016_1998",4165,210
"22016_1999",2214,54
"22016_2000",1763,51.5
"22016_2001",1938,49
"22016_2002",2426,56
"22016_2003",2237,36
"22016_2004",2250,33
"22016_2005",2162,41
"22016_2006",2104,38
"22016_2007",2139,38
"22016_2008",2264,37
"22016_2009",2152,47
"22016_2010",2606,57
"22017_1994",379,45.5
"22017_1995",705,34
"22017_1996",516,13
"22017_1997",620,15
"22017_1998",569,29
"22017_1999",437,7
"22017_2000",326,6.5
"22017_2001",470,6
"22017_2002",546,15
"22017_2003",352,11
"22017_2004",321,12
"22017_2005",345,12
"22017_2006",326,15
"22017_2007",317,6
"22017_2008",368,7
"22017_2009",310,9
"22017_2010",446,6
"22018_1994",306,10
"22018_1995",697,14
"22018_1996",405,56
"22018_1997",392,39
"22018_1998",381,25
"22018_1999",142,3
"22018_2000",118,2.5
"22018_2001",144,2
"22018_2002",118,1
"22018_2003",139,6
"22018_2004",148,6
"22018_2005",134,4
"22018_2006",138,3
"22018_2007",132,4
"22018_2008",139,8
"22018_2009",123,9
"22018_2010",129,4
"23001_1994",1092,11.5
"23001_1995",1024,19
"23001_1996",1145,43
"23001_1997",1221,40
"23001_1998",1102,16
"23001_1999",1175,33
"23001_2000",1328,50
"23001_2001",1372,44
"23001_2002",1575,41
"23001_2003",1806,20
"23001_2004",1756,9
"23001_2005",1499,7
"23001_2006",740,15
"23001_2007",1856,5
"23001_2008",2017,6
"23001_2009",2103,9
"23001_2010",2330,8
"23002_1994",318,17
"23002_1995",369,26
"23002_1996",337,18
"23002_1997",313,19
"23002_1998",394,15
"23002_1999",424,14
"23002_2000",422,10
"23002_2001",483,13
"23002_2002",510,12
"23002_2003",564,8
"23002_2004",437,20
"23002_2005",481,19
"23002_2006",534,20
"23002_2007",496,25
"23002_2008",498,15
"23002_2009",557,16
"23002_2010",626,19
"23003_1994",225,17
"23003_1995",237,15
"23003_1996",297,10
"23003_1997",352,11
"23003_1998",259,10
"23003_1999",254,4
"23003_2000",301,9
"23003_2001",284,8
"23003_2002",342,10
"23003_2003",338,15
"23003_2004",271,11
"23003_2005",302,5
"23003_2006",250,4
"23003_2007",143,6
"23003_2008",319,7
"23003_2009",377,10
"23003_2010",455,9
"23004_1994",4810,55
"23004_1995",5474,101
"23004_1996",4601,92
"23004_1997",4367,101
"23004_1998",3900,81
"23004_1999",3710,85
"23004_2000",3986,64
"23004_2001",5302,57
"23004_2002",6698,83
"23004_2003",6951,67
"23004_2004",6812,74
"23004_2005",5961,65
"23004_2006",6408,55
"23004_2007",4947,65
"23004_2008",5923,63
"23004_2009",6190,88
"23004_2010",6642,92
"23005_1994",9594,191
"23005_1995",9289,290
"23005_1996",9519,252
"23005_1997",9360,270
"23005_1998",8694,209
"23005_1999",9746,238
"23005_2000",13642,351
"23005_2001",12548,290
"23005_2002",12235,342
"23005_2003",12966,347
"23005_2004",11751,210
"23005_2005",10849,102
"23005_2006",11569,89
"23005_2007",12662,229
"23005_2008",19396,436
"23005_2009",19955,496
"23005_2010",17780,434
"23006_1994",499,221
"23006_1995",118,8
"23006_1996",126,3
"23006_1997",167,6
"23006_1998",149,8
"23006_1999",154,3
"23006_2000",166,1
"23006_2001",108,4
"23006_2002",135,3
"23006_2003",173,2
"23006_2004",136,1
"23006_2005",172,4
"23006_2006",178,1
"23006_2007",245,4
"23006_2008",193,9
"23006_2009",183,4
"23006_2010",305,3
"23007_1994",130,5.5
"23007_1995",85,8
"23007_1996",78,10
"23007_1997",101,15
"23007_1998",79,9
"23007_1999",97,5
"23007_2000",150,9
"23007_2001",107,2
"23007_2002",110,6
"23007_2003",128,7
"23007_2004",136,9
"23007_2005",179,7
"23007_2006",180,11
"23007_2007",237,3
"23007_2008",237,4
"23007_2009",249,7
"23007_2010",292,1
"23008_1994",371,19
"23008_1995",651,37
"23008_1996",628,32
"23008_1997",1277,52
"23008_1998",1474,83
"23008_1999",2044,80
"23008_2000",3023,92
"23008_2001",2481,82
"23008_2002",3029,66
"23008_2003",3201,63
"23008_2004",3691,60
"23008_2005",4275,77
"23008_2006",5000,84
"23008_2007",5847,76
"23008_2008",5307,49
"23008_2009",5347,36
"23008_2010",5597,87
"23009_1994",0,0
"23009_1995",0,0
"23009_1996",0,0
"23009_1997",0,0
"23009_1998",0,0
"23009_1999",0,0
"23009_2000",0,0
"23009_2001",0,0
"23009_2002",0,0
"23009_2003",0,0
"23009_2004",0,0
"23009_2005",0,0
"23009_2006",0,0
"23009_2007",0,0
"23009_2008",829,17
"23009_2009",875,20
"23009_2010",938,12
"23010_1994",917,14.6666666666667
"23010_1995",917,14.6666666666667
"23010_1996",917,14.6666666666667
"23010_1997",917,14.6666666666667
"23010_1998",917,14.6666666666667
"23010_1999",917,14.6666666666667
"23010_2000",917,14.6666666666667
"23010_2001",917,14.6666666666667
"23010_2002",917,14.6666666666667
"23010_2003",917,14.6666666666667
"23010_2004",917,14.6666666666667
"23010_2005",917,14.6666666666667
"23010_2006",917,14.6666666666667
"23010_2007",917,14.6666666666667
"23010_2008",917,14.6666666666667
"23010_2009",917,14.6666666666667
"23010_2010",735.75,14.6666666666667
"23011_1994",387.25,14.6666666666667
"23011_1995",203.666666666667,11.5
"23011_1996",203.666666666667,5
"23011_1997",203.666666666667,2.66666666666667
"23011_1998",203.666666666667,2.66666666666667
"23011_1999",203.666666666667,2.66666666666667
"23011_2000",203.666666666667,2.66666666666667
"23011_2001",203.666666666667,2.66666666666667
"23011_2002",203.666666666667,2.66666666666667
"23011_2003",203.666666666667,2.66666666666667
"23011_2004",203.666666666667,2.66666666666667
"23011_2005",203.666666666667,2.66666666666667
"23011_2006",203.666666666667,2.66666666666667
"23011_2007",203.666666666667,2.66666666666667
"23011_2008",203.666666666667,2.66666666666667
"23011_2009",203.666666666667,2.66666666666667
"23011_2010",203.666666666667,2.66666666666667
"24001_1994",192,2.66666666666667
"24001_1995",227,2.66666666666667
"24001_1996",221,2.66666666666667
"24001_1997",261.5,2.66666666666667
"24001_1998",302,2
"24001_1999",204,4
"24001_2000",167,8
"24001_2001",144,5
"24001_2002",142,2
"24001_2003",159,0
"24001_2004",219,3
"24001_2005",218,1
"24001_2006",194,3
"24001_2007",201,0
"24001_2008",183,0
"24001_2009",171,1
"24001_2010",157,4
"24002_1994",161.666666666667,3
"24002_1995",123.75,3
"24002_1996",66,4
"24002_1997",35.6666666666667,3
"24002_1998",10,3
"24002_1999",87,4
"24002_2000",99,1
"24002_2001",76,0
"24002_2002",59,1
"24002_2003",33,2
"24002_2004",64,1
"24002_2005",94,5
"24002_2006",72,2
"24002_2007",83,2
"24002_2008",61,2
"24002_2009",65,2
"24002_2010",70,0
"24003_1994",68.3333333333333,0.666666666666667
"24003_1995",106.25,1.25
"24003_1996",204,2.25
"24003_1997",248.666666666667,3
"24003_1998",220,3
"24003_1999",306,3
